"Id";"Version";"TypeId";"Name";"IsActive"
"680";"1050008957";"15";"Мастерская передвижная";"true"
"681";"1050008957";"49";"Подъемник мачтовый телескопический";"true"
"682";"1050008957";"12";"Специальный, автомобиль медицинской службы";"true"
"683";"1050008957";"47";"Тягач трелевочный";"true"
"684";"1050008957";"28";"Полуприцеп специальный";"true"
"685";"1050008957";"11";"Снегоочиститель шнекороторный";"true"
"686";"1050008957";"166";"Транспортно-гусеничный вездеход";"true"
"1123";"3699538683";"49";"Машина льдозаливочная";"true"
"688";"1050008957";"31";"Электрический ричтрак";"true"
"689";"1050008957";"1";"Грузовой с бортовой платформой";"true"
"690";"1050008957";"162";"Бетононасос";"true"
"691";"1050008957";"13";"Автомобильный кран стреловой";"true"
"692";"1050008957";"33";"Сельскохозяйственный опрыскиватель";"true"
"693";"1050008957";"15";"Специальный, мастерская";"true"
"694";"1050008957";"16";"Специальный, подъемник автомобильный";"true"
"695";"1050008957";"47";"Гусеничная трелевочная";"true"
"696";"1124623479";"14";"Специальный, автотопливозаправщик";"true"
"697";"1124623479";"33";"Кормоуборочный комбайн";"true"
"698";"1124623479";"25";"Специализированный, прицеп-самосвал";"true"
"699";"1124623479";"11";"Специальный, машина комбинированная уборочная";"true"
"700";"1124623479";"48";"Поломоечная машина";"true"
"701";"1124623479";"15";"Специальный, установка промысловая паровая передвижная";"true"
"702";"1124623479";"31";"Автопогрузчик";"true"
"703";"1207264565";"16";"Специальный, оснащенный подъемником с рабочей платформой";"true"
"704";"1207264565";"33";"Зерноуборочный комбайн";"true"
"705";"3903194417";"32";"Трактор гусеничный";"true"
"706";"1207264565";"34";"Установка сортировочная передвижная (грохот)";"true"
"707";"1207264565";"13";"Специальный, машина бурильно шнековая";"true"
"708";"1207264565";"47";"Самоходная лесная машина";"true"
"709";"1207264565";"16";"Автомобиль кран-манипулятор";"true"
"710";"1207264565";"62";"Погрузчик на колесном ходу с навесной экскаваторной установкой";"true"
"711";"1207264565";"25";"Специализированный, для перевозки колесногусеничной техники";"true"
"712";"1207264565";"36";"Трактор промышленный на гусеничном ходу";"true"
"713";"1207264565";"44";"Снегоочиститель роторный";"true"
"714";"1207264565";"31";"Штабелер";"true"
"715";"1207264565";"11";"Автомобиль-сортиментовоз с гидроманипулятором";"true"
"716";"1280605402";"35";"Полноповоротный гидравлический мини-экскаватор";"true"
"717";"1280605402";"11";"Грузовой автобетононасос";"true"
"718";"1280605402";"33";"Самоходный опрыскиватель";"true"
"719";"1280605402";"3";"Фургон для хлебобулочных изделий";"true"
"720";"1280605402";"11";"Специальный, автомобиль-ломовоз с КМУ";"true"
"721";"1280605402";"25";"Прицеп для перевозки грузов";"true"
"722";"1280605402";"34";"Карьерный самосвал";"true"
"723";"1280605402";"25";"Специализированный, прицеп сортиментовоз";"true"
"724";"1280605402";"34";"Машина погрузочно-транспортная";"true"
"725";"1280605402";"16";"Специальный, крюковой погрузчик";"true"
"726";"1280605402";"25";"Специальный, автобетоносмеситель";"true"
"727";"1280605402";"11";"Специальный, ломовоз с КМУ";"true"
"728";"1421695852";"21";"Прицеп прочее";"true"
"729";"1421695852";"25";"Специальный, установка смесительная для гидратации смесей";"true"
"730";"1421695852";"34";"Самоходный барабанный просеиватель";"true"
"731";"1503623847";"33";"Смеситель-раздатчик кормов";"true"
"732";"1503623847";"11";"Специальное транспортное средство, автогудронатор";"true"
"733";"1503623847";"11";"Специальный, машина вакуумная";"true"
"734";"1503623847";"12";"Специальный, автомобиль для перевозки трупов";"true"
"735";"1503623847";"11";"Автомобиль металловоз с КМУ";"true"
